nombre,genero,edad,pais,anio,evento,medalla
claudia cerutti,f,28,italy,2000,modern pentathlon women's individual,na
fabio cerutti,m,22,italy,2008,athletics men's 100 metres,na
dana elvira cervantes garca,f,25,spain,2004,athletics women's pole vault,na
eligio cervantes islas,m,29,mexico,2004,triathlon men's olympic distance,na
yennifer mariana csar salazar,f,27,venezuela,2016,cycling women's road race individual,na
claudia cesarini,f,25,italy,2012,modern pentathlon women's individual,na
claudia cesarini,f,29,italy,2016,modern pentathlon women's individual,na
vicente orlando cspedes olmedo,m,25,paraguay,1992,judo men's half-lightweight,na
abdil ceylan,m,25,turkey,2008,athletics men's marathon,na
dennis villy ceylan,m,23,denmark,2012,boxing men's bantamweight,na
turan ceylan,m,28,turkey,1996,wrestling men's welterweight freestyle,na
vladimir ch'ant'uria,m,22,georgia,2000,boxing men's heavyweight,bronze
avtandil ch'rik'ishvili,m,21,georgia,2012,judo men's half-middleweight,na
avtandil ch'rik'ishvili,m,25,georgia,2016,judo men's half-middleweight,na
cha hyon-hyang,f,20,north korea,2000,judo women's extra-lightweight,na
cha kum-choi,m,21,north korea,2008,weightlifting men's bantamweight,na
bouchra chaabi,f,19,morocco,2000,athletics women's 10000 metres,na
bouchra chaabi,f,27,morocco,2008,athletics women's 1500 metres,na
farid chaal,m,22,algeria,2016,football men's football,na
raoudha chaari,f,23,tunisia,1996,judo women's lightweight,na
hichem chabane,m,19,algeria,2008,cycling men's road race individual,na
rosa alba chacha chacha,f,29,ecuador,2012,athletics women's marathon,na
rosa alba chacha chacha,f,33,ecuador,2016,athletics women's marathon,na
angel chacn rodrguez,m,19,puerto rico,1992,boxing men's flyweight,na
jos isidro chacn daz,m,27,venezuela,2004,cycling men's road race individual,na
judith andrea chacn ozuriaga,f,22,venezuela,2008,weightlifting women's featherweight,na
leonardo chacn corrales,m,28,costa rica,2012,triathlon men's olympic distance,na
leonardo chacn corrales,m,32,costa rica,2016,triathlon men's olympic distance,na
julio pablo chacn,m,21,argentina,1996,boxing men's featherweight,bronze
abdelkader chadi,m,21,algeria,2008,boxing men's featherweight,na
abdelkader chadi,m,25,algeria,2012,boxing men's lightweight,na
abdelkader chadi,m,29,algeria,2016,boxing men's light-welterweight,na
glen alan chadwick,m,31,new zealand,2008,cycling men's road race individual,na
chae eun-hui,f,26,south korea,2008,athletics women's marathon,na
chae seong-bae,m,23,south korea,1992,boxing men's heavyweight,na
ruslan shamilovich chagayev,m,17,uzbekistan,1996,boxing men's heavyweight,na
ruslan shamilovich chagayev,m,21,uzbekistan,2000,boxing men's heavyweight,na
chagnaadorjiin ganzorig,m,26,mongolia,2008,wrestling men's light-heavyweight freestyle,na
reza chahkhandagh,m,22,iran,2004,judo men's half-middleweight,na
alberto francisco cansado chaa,m,30,portugal,2004,athletics men's marathon,na
nungruthai chaipetch,f,21,thailand,2004,athletics women's high jump,na
nungruthai chaipetch,f,25,thailand,2008,athletics women's high jump,na
ivan khristov chakarov,m,25,bulgaria,1992,weightlifting men's middle-heavyweight,na
rakhim ruslanovich chakhkiyev,m,25,russia,2008,boxing men's heavyweight,gold
sergo chakhoyan,m,26,armenia,1996,weightlifting men's light-heavyweight,na
sergo chakhoyan,m,30,australia,2000,weightlifting men's light-heavyweight,na
sergo chakhoyan,m,34,australia,2004,weightlifting men's light-heavyweight,na
hassen al-chaktami,m,27,tunisia,2016,boxing men's heavyweight,na
carmen anita chal quilumba,f,34,ecuador,2000,judo women's heavyweight,na
carmen anita chal quilumba,f,38,ecuador,2004,judo women's heavyweight,na
carmen anita chal quilumba,f,42,ecuador,2008,judo women's heavyweight,na
benjamin arthur ben challenger,m,22,great britain,2000,athletics men's high jump,na
angela frances chalmers (-espinoza),f,28,canada,1992,athletics women's 1500 metres,na
angela frances chalmers (-espinoza),f,28,canada,1992,athletics women's 3000 metres,bronze
lori christine chalupny,f,24,united states,2008,football women's football,gold
yelena valeryevna chalykh,f,30,russia,2004,cycling women's individual pursuit 3000 metres,na
yelena valeryevna chalykh,f,38,azerbaijan,2012,cycling women's road race individual,na
yelena valeryevna chalykh,f,38,azerbaijan,2012,cycling women's individual time trial,na
adriana chamajov,f,21,czechoslovakia,1992,basketball women's basketball,na
carlton chambers,m,21,canada,1996,athletics men's 200 metres,na
dwain anthony chambers,m,22,great britain,2000,athletics men's 100 metres,na
dwain anthony chambers,m,34,great britain,2012,athletics men's 100 metres,na
ricardo chambers,m,23,jamaica,2008,athletics men's 400 metres,na
franck chambily,m,25,france,1996,judo men's extra-lightweight,na
frank chamizo marquez,m,24,italy,2016,wrestling men's welterweight freestyle,bronze
ludovic chammartin,m,27,switzerland,2012,judo men's extra-lightweight,na
ludovic chammartin,m,31,switzerland,2016,judo men's extra-lightweight,na
thomas chamney,m,24,ireland,2008,athletics men's 800 metres,na
jos antonio chamot,m,27,argentina,1996,football men's football,silver
simeon chamov,m,25,bulgaria,2016,boxing men's welterweight,na
man yee maggie chan (-roper),f,24,hong kong,2000,athletics women's 5000 metres,na
man yee maggie chan (-roper),f,24,hong kong,2000,athletics women's 10000 metres,na
chan ming tai,m,21,hong kong,2016,athletics men's long jump,na
chan seyha,f,17,cambodia,2012,athletics women's 200 metres,na
dutee chand,f,20,india,2016,athletics women's 100 metres,na
nickel nishal chand,m,21,fiji,2016,football men's football,na
lucia chandamale,f,20,malawi,2008,athletics women's 5000 metres,na
raghavan chanderasekaran,m,26,india,1996,weightlifting men's bantamweight,na
michelle louise chandler (-cleary),f,22,australia,1996,basketball women's basketball,bronze
tyson cleotis chandler,m,29,united states,2012,basketball men's basketball,gold
jackson chanet,m,22,france,2000,boxing men's heavyweight,na
chang chia-che,m,29,chinese taipei,2012,athletics men's marathon,na
hassan chani,m,28,bahrain,2016,athletics men's 10000 metres,na
chao chih-kuo,m,23,chinese taipei,1996,athletics men's long jump,na
chao lu,m,22,china,1992,boxing men's middleweight,na
ral chapado serrano,m,30,spain,2000,athletics men's triple jump,na
oscar chaplin iii,m,20,united states,2000,weightlifting men's middleweight,na
oscar chaplin iii,m,24,united states,2004,weightlifting men's light-heavyweight,na
allysha chapman,f,27,canada,2016,football women's football,bronze
candace marie margaret chapman,f,25,canada,2008,football women's football,na
candace marie margaret chapman,f,29,canada,2012,football women's football,bronze
emma emmie charayron,f,22,france,2012,triathlon women's olympic distance,na
afia neliah charles,f,20,antigua and barbuda,2012,athletics women's 400 metres,na
daedra janel charles (-furlow),f,23,united states,1992,basketball women's basketball,bronze
tabia hasina charles,f,23,canada,2008,athletics women's long jump,na
tina alexandria charles,f,23,united states,2012,basketball women's basketball,gold
tina alexandria charles,f,27,united states,2016,basketball women's basketball,gold
maurys charn fernandi,m,27,cuba,1992,weightlifting men's heavyweight ii,na
pascal charrire,m,27,switzerland,1992,athletics men's 50 kilometres walk,na
pascal charrire,m,31,switzerland,1996,athletics men's 50 kilometres walk,na
mansurbek chashemov,m,25,uzbekistan,2008,weightlifting men's light-heavyweight,na
brandi denise chastain,f,27,united states,1996,football women's football,gold
brandi denise chastain,f,32,united states,2000,football women's football,silver
brandi denise chastain,f,36,united states,2004,football women's football,gold
kamel chater,m,24,tunisia,1996,boxing men's welterweight,na
kamel chater,m,28,tunisia,2000,boxing men's welterweight,na
garima chaudhary,f,22,india,2012,judo women's half-middleweight,na
jackson van tonder chauke,m,23,south africa,2008,boxing men's flyweight,na
anne-caroline stphanie chausson,f,30,france,2008,cycling women's bmx,gold
dominique chauvelier,m,35,france,1992,athletics men's marathon,na
sylvain chavanel albira,m,25,france,2004,cycling men's road race individual,na
sylvain chavanel albira,m,33,france,2012,cycling men's road race individual,na
sylvain chavanel albira,m,33,france,2012,cycling men's individual time trial,na
orlando fernando chavarria,m,20,belize,1992,cycling men's 100 kilometres team time trial,na
johan esteban chaves rubio,m,26,colombia,2016,cycling men's road race individual,na
arlo chavez,m,25,philippines,1992,boxing men's light-welterweight,na
arturo chvez korfiatis,m,26,peru,2016,athletics men's high jump,na
darvin francisco chvez ramrez,m,22,mexico,2012,football men's football,gold
elizabeth chvez pastora,f,24,honduras,1996,athletics women's 100 metres,na
rika benildo chvez quintero,f,22,ecuador,2012,athletics women's 200 metres,na
gabriela patricia chvez,f,19,argentina,2008,football women's football,na
maricela aurora chvez reyes,f,27,mexico,1992,athletics women's 10 kilometres walk,na
ronald chavez,m,22,philippines,1992,boxing men's lightweight,na
viviana micaela chvez,f,29,argentina,2016,athletics women's marathon,na
adel al-chbouki,m,29,morocco,2000,football men's football,na
che chew chan,f,25,malaysia,2008,taekwondo women's heavyweight,na
catherine cath cheatley,f,25,new zealand,2008,cycling women's road race individual,na
catherine cath cheatley,f,25,new zealand,2008,cycling women's points race,na
radhouane chebbi,m,30,tunisia,2016,wrestling men's super-heavyweight freestyle,na
winny chebet,f,25,kenya,2016,athletics women's 800 metres,na
abraham chebii koskei,m,24,kenya,2004,athletics men's 5000 metres,na
artyom nikolayevich chebotaryov,m,27,russia,2016,boxing men's middleweight,na
dolores checa porcel,f,25,spain,2008,athletics women's 5000 metres,na
isabel checa porcel,f,25,spain,2008,athletics women's 10000 metres,na
aurlien bayard chedjou fongang,m,23,cameroon,2008,football men's football,na
anis al-chedli,m,27,tunisia,2008,judo men's heavyweight,na
maxwell cheeseman,m,30,trinidad and tobago,1992,cycling men's sprint,na
mouhssin al-chehibi,m,22,morocco,2000,athletics men's 800 metres,na
mouhssin al-chehibi,m,26,morocco,2004,athletics men's 800 metres,na
mouhssin al-chehibi,m,30,morocco,2008,athletics men's 800 metres,na
nihel cheikh rouhou,f,21,tunisia,2008,judo women's heavyweight,na
nihel cheikh rouhou,f,25,tunisia,2012,judo women's heavyweight,na
nihel cheikh rouhou,f,29,tunisia,2016,judo women's heavyweight,na
abdel kader chkhmani,m,25,france,1996,athletics men's 1500 metres,na
juliet chekwel,f,26,uganda,2016,athletics women's 5000 metres,na
juliet chekwel,f,26,uganda,2016,athletics women's 10000 metres,na
alice chelangat,f,27,kenya,2004,athletics women's marathon,na
paul kipkemboi chelimo,m,25,united states,2016,athletics men's 5000 metres,silver
richard chelimo,m,19,kenya,1992,athletics men's 10000 metres,silver
rose chelimo,f,27,bahrain,2016,athletics women's marathon,na
david chelule,m,23,kenya,2000,athletics men's 5000 metres,na
andrey ivanovich chemerkin,m,24,russia,1996,weightlifting men's super-heavyweight,gold
andrey ivanovich chemerkin,m,28,russia,2000,weightlifting men's super-heavyweight,bronze
lonah korlima chemtai,f,27,israel,2016,athletics women's marathon,na
antony chemut,m,19,kenya,2012,athletics men's 800 metres,na
chen cailiang,m,22,china,1992,judo men's extra-lightweight,na
chen chih-hao,m,23,chinese taipei,1996,cycling men's road race individual,na
chen chiu-ping,f,21,chinese taipei,1996,judo women's half-heavyweight,na
chen chiung-yi,f,23,chinese taipei,2000,cycling women's road race individual,na
chen chun-ching,m,24,chinese taipei,2000,judo men's half-middleweight,na
chen ding,m,19,china,2012,athletics men's 20 kilometres walk,gold
chen ding,m,23,china,2016,athletics men's 20 kilometres walk,na
chen fei,f,21,china,2012,judo women's middleweight,na
chen haijian,m,24,china,2004,athletics men's 100 metres,na
chen han-tung,f,23,chinese taipei,2004,weightlifting women's flyweight,na
chen jianghua,m,19,china,2008,basketball men's basketball,na
chen jianghua,m,23,china,2012,basketball men's basketball,na
chen jing,m,20,china,1996,athletics men's long jump,na
chen ke,m,25,china,2004,basketball men's basketball,na
chen lijun,m,23,china,2016,weightlifting men's featherweight,na
chen luyun,f,27,china,2004,basketball women's basketball,na
chen nan,f,21,china,2004,basketball women's basketball,na
chen nan,f,25,china,2008,basketball women's basketball,na
chen nan,f,29,china,2012,basketball women's basketball,na
chen nan,f,33,china,2016,basketball women's basketball,na
chen nien-chin,f,19,chinese taipei,2016,boxing women's middleweight,na
chen qian,f,21,china,2008,modern pentathlon women's individual,na
chen qian,f,25,china,2012,modern pentathlon women's individual,na
chen qian,f,29,china,2016,modern pentathlon women's individual,na
chen shaoguo,m,21,china,1992,athletics men's 20 kilometres walk,na
chen shih-chieh,m,22,chinese taipei,2012,weightlifting men's super-heavyweight,na
chen shih-chieh,m,26,chinese taipei,2016,weightlifting men's super-heavyweight,na
chen shih-hsien,f,25,chinese taipei,2004,taekwondo women's flyweight,gold
chen shu-chuan,f,22,chinese taipei,2000,athletics women's 100 metres,na
chen tao,m,23,china,1996,boxing men's middleweight,na
chen tao,m,23,china,2008,football men's football,na
chen tongzhou,m,24,china,2004,boxing men's lightweight,na
chen wei-ling,f,22,chinese taipei,2004,weightlifting women's flyweight,na
chen wei-ling,f,26,chinese taipei,2008,weightlifting women's flyweight,bronze
chen wei-ling,f,34,chinese taipei,2016,weightlifting women's flyweight,na
chen wen-ling,f,21,chinese taipei,2016,wrestling women's light-heavyweight freestyle,na
chen wenzhong,m,25,china,1996,athletics men's 100 metres,na
